ID,Responsable,Plataforma,Fecha_Recolección,Texto_Original,URL_Original,Usuario_ID_Anonimizado,Clase_Toxicidad,Subclase_Toxicidad,Grupos_Afectados,Lenguaje_Dialectal,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,Confianza_Clasificador,Notas_Etiquetador,Validado,Validador,Fecha_Validacion,Acuerdo_Validador,Razon_Desacuerdo,Cohen_Kappa,Listo_Entrenamiento
475,Cristian,Facebook,2026-07-12,Con todo respeto a ITR para que le das noticia a este tipo que ya se sabe que son parásitos mi más dis culpas ITR por el comentario pero no vale la pena perder el tiempo en ello,https://www.facebook.com/ITRnoticiasOficialsv/posts/pfbid02uwhNReNfKhSFaA1HhHKLXLp4KiV4Y2WfbCLwv2FD7LTpjJ8q8xSboUSQ733RHxHjl?comment_id=2691205451229627,USR_00000107,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: parásito).",No,,,,,,Sí
279,Dressler,X,5/29/2026,"En Europa decían lo mismo y ahi los tenes, hasta el cuello de inmigrantes de mierda, todo eso empieza de a poco.",https://x.com/dove_buenaonda/status/2068556142574244162,USER_279,Discurso de odio,Xenofobia,Personas inmigrantes,General Espa�ol,NO,NO,NO,0.86,requiere verificacion y validacion,No,,,,,,NO
935,Willian,X,2026-07-14,"El ESTADO tiene OBLIGACIÓN de protejer a los pobladores y la frontera.MARERO VISTO, MARERO MUERTO!!",https://x.com/Soniafuentes170/status/1514675460403306496,USER_317,Amenazas/Violencia,Amenaza Explícita Directa,Pandilleros/Mareros,Salvadoreño,NO,NO,SI,0.8,Endorso del dicho de incitación enmarcado como obligación estatal de protección fronteriza.,NO,,,,N/A,,NO
340,Cristian,Facebook,2026-06-26,Bien usadita pero de toke solo fue a mantenimiento ...ya estará pendiente para un nuevo engrase .jajaja uno queda en ridículo poniendo como desaparecida a la mujer si hoy en día se van así x así que se puede esperar jummm..así como los hombres somos sinvergüenzas las mujeres son aún más no se den paja.,https://www.facebook.com/permalink.php?story_fbid=pfbid0gGwa7heoitAJ5ZWQDSB8wc3ckT5Z4rLR9rec7xeY4zGFSCeiSCTDJg5ArZ1FvuL7l&id=100076242561758&comment_id=1608586513839876,USR_00000256,Discurso de Odio,Misoginia,Mujeres,Salvadoreño,Sí,Sí,No,0.86,"Ataca o degrada a un grupo identificable mediante insulto o generalización. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: ridiculo, paja, sinvergüenza; jerga salvadoreña: paja).",No,,,,,,Sí
251,Cristian,X,2026-06-02,Y sigue el bruto pendejo este ignorante presidente municipal con sus mamadas. @nayibbukele que parte no entiende este pendejo. No es lo mismo combatir a narcos en un país que a pandilleros en un estado como el salvador. Pendejo.,https://x.com/Hectori93867004/status/2041232469580542009,USR_00000195,Lenguaje Ofensivo,Lenguaje vulgar,Pandillas,General Español,No,No,Sí,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Menciona El Salvador, pero no basta para inferir dialecto local. Evidencia léxica (obscenidad: pendejo).",No,,,,,,Sí
044,Cristian,Facebook,2026-06-10,Manden un par de soldados para que los enderecen a estos Majes,https://www.facebook.com/virolenonoticias/posts/pfbid0Uo63A32uTAWZbW283cn31c5FkbnJFFRKS8EwXobzo3Ud28YimV5vQenrGWFeMLShl?comment_id=1194713502552478,USR_00000044,No Tóxico,No Aplica,Ninguno,Salvadoreño,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. Usa voseo, caliche o léxico registrado como salvadoreñismo.",No,,,,,,Sí
284,Dressler,X,6/6/2026,A LA CAZA DE LOS INMIGRANTES DE MIERDA TENIAMOS QUE IR,https://x.com/mar123456125131/status/2066112248716624110,USER_284,Discurso de odio,Xenofobia,Personas inmigrantes,General Espa�ol,NO,NO,NO,0.7,requiere verificacion y validacion,No,,,,,,NO
78,Dressler,Facebook,7/9/2026,"Marvin TANTO DAÑO TE HIZO FRANCIA EN TU A N 0?
CADA QUIEN ES LIBRE EN APOYAR. PAYAS0 TIENES QUE SER. SOLO X SER SUDAMERICANO? SOY DE ARGENTINA PERO PREFIERO A INGLATERRA",https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxMzUwNzM5MTc3MDM2MTI3XzEwNDMxNjE1MjQ3MjQ4ODQ=,USER_078,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.8,requiere verificacion y validacion,No,,,,,,NO
688,Willian,X,2026-07-13,"Detrás de un gran país, hay grandes mujeres. #8M

#MujerSalvadoreña
#8M2020 
#DiaInternacionalDeLaMujer",https://x.com/HenryBarillasSV/status/1236823392705228801,USER_114,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Mensaje de reconocimiento a la mujer salvadoreña en el Día Internacional de la Mujer, positivo.",NO,,,,N/A,,NO
297,Dressler,X,6/19/2026,"Hay venezolanos de mierda en España blanqueando a Aldama en RRSS...la UCO debería meterles la lupa.
Víctor de Aldama se libra de la cárcel pese a los 4 años y medio de condena por el caso ""Mascarillas"" y se queda con los más 3 millones del delito.
""el que pueda hacer que haga""",https://x.com/InesitaBenidorm/status/2069170806920204709,USER_297,Discurso de odio,Xenofobia,Personas venezolanas,General Espa�ol,NO,NO,NO,0.77,requiere verificacion y validacion,No,,,,,,NO
143,Dressler,Facebook,6/9/2026,Claro que sí el mesi en la funda del infantino,https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxNTg3ODk4OTUyNjk3NDQ3XzE4NDUxODMyMTAyMjIyNjc=,USER_143,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.88,requiere verificacion y validacion,No,,,,,,NO
57,Dressler,Facebook,7/5/2026,Infantino te está esperando en el hotel... Jajaja.. ya sabemos cómo va a terminar esta historia.. jajaja,https://www.facebook.com/ricardo.avalos.376258?comment_id=Y29tbWVudDoxNTI0ODgyMjQ2MzE3MjI5XzEwMjUyNDA3NzM1ODAyMTQ=,USER_057,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.88,requiere verificacion y validacion,No,,,,,,NO
659,Willian,X,2026-07-13,"#SemanaSantaSV | Feligresía católica realiza la procesión del Domingo de Ramos  , en Santa Catarina Masahuat, Sonsonate.
 : Cortesía 

@TuOndaClub",https://x.com/OscarMachon/status/1911450317062877486,USER_093,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Cobertura de procesión religiosa de Domingo de Ramos, cultural.",NO,,,,N/A,,NO
153,Cristian,Facebook,2026-06-25,Puro mediocre viendo esas porquerías,https://www.facebook.com/lacheradasalvadorena/posts/pfbid02Hg6FQd2hEF5YitCYJ2UCTx5u71tm54oXbAu4zc2mvvQaVw9mrRzRpcbyQRtSEXsBl?comment_id=1792304081431505,USR_00000040,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: mediocre).",No,,,,,,Sí
196,Dressler,X,6/19/2026,"Lo lógico sería llamarlos ""gitanos"" o mejor aún ""gitanos de mierda"". Pero claro, eso es discriminación, racismo y tal.",https://x.com/Pizzicato428272/status/2070596841322762337,USER_196,Discurso de odio,Antigitanismo,Personas gitanas,General Espa�ol,NO,NO,NO,0.76,requiere verificacion y validacion,No,,,,,,NO
554,Willian,X,2026-07-13,"#Nacionales |  Ayer, salvadoreños y extranjeros disfrutaron de música en vivo en el Centro Histórico de #Suchitoto.",https://x.com/porttada/status/2048416559543226397,USER_040,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Cobertura de música en vivo en centro histórico, cultura/turismo, limpio.",NO,,,,N/A,,NO
768,Willian,X,2026-07-14,"Pero sí hay policías psicópatas. 

Yo creo que los pandilleros merecen morir, y también los policías que matan a inocentes. 

TODOS POR IGUAL.",https://x.com/ChocoLa06190471/status/1138119286558531585,USER_158,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros y policías,Salvadoreño,NO,NO,NO,0.85,"Incitación a que mueran tanto pandilleros como policías que matan inocentes, extendiendo el llamado a violencia a dos grupos.",NO,,,,N/A,,NO
300,Cristian,Facebook,2026-06-26,Si pero solo es una pelea de mercado jalones de pelo y allí termina a la persona que graba sin permiso y la pública tiene que ser sancionada también,https://www.facebook.com/noticiasdesonsonate/posts/pfbid0vg4aHZgGLGsgXKzBgBtykNkehAytwpsP3cZRvjfUPVxh7WuwqGMHHZxhkfS3ziHrl?comment_id=2007706266548981,USR_00000216,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
466,Cristian,Facebook,2026-07-12,"Influencer? Si ese pasmado no sabe mas que servir de payaso. La sociedad esta tan idiotizada, no se como es posible que apoyen o consuman el contenido de toda esa bola de inútiles haraganes sin estudio. 🤌🏻",https://www.facebook.com/ComandoAzulESA/posts/pfbid0STzedLRh4NKrdYDUc5TD8GsdpV2x5shLsnmimzFpDgu1fRitegBjmqzSHwHQzcaQl?comment_id=822076067011997,USR_00000098,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,Salvadoreño,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: payaso, haragán; jerga salvadoreña: pasmado).",No,,,,,,Sí
174,Cristian,X,2026-06-02,Busquen trabajo bola de flojos El Salvador tiene tanto trabajo y lo que necesitamos mano de obra,https://x.com/jerusal45045814/status/2050549030518661527,USR_00000128,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. Menciona El Salvador, pero no basta para inferir dialecto local.",No,,,,,,Sí
780,Willian,X,2026-07-14,Los mareros no merecen vivir q se pudiera matar a esos malditos.,https://x.com/Alberto11166502/status/1631021270618845184,USER_169,Amenazas/Violencia,Amenaza Explícita Directa,Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,"Llamado directo a matar a los mareros, afirmando que no merecen vivir.",NO,,,,N/A,,NO
1220,Willian,Facebook,2026-07-14,Este arbitro noce mal cae siempre lepita mal a mi aguilita,https://www.facebook.com/miguel.martinez.842215?comment_id=Y29tbWVudDoxNTMwMTU5MzQ5MTU2NTAwXzI0MDg4MDk4NDYzMTQzMTY=,USER_586,No Tóxico,N/A,N/A,Salvadoreño,NO,NO,NO,0.7,"Crítica deportiva sobre arbitraje percibido como parcial contra un equipo, crítica legítima sin agresión.",NO,,,,N/A,,NO
257,Cristian,Facebook,2026-06-25,Jajaj son basura loco,https://www.facebook.com/SivarNewsSV/posts/pfbid0294g3H4GRdtbzcVrW2VFryXr5p2y7LBfX5FUBDRK86tsHJcujtQ9M4PjSm5nX4mctl?comment_id=1408608097536855,USR_00000173,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,Sí,Sí,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: basura).",No,,,,,,Sí
149,Cristian,X,2026-05-30,Eres un vulgar patético.,https://x.com/acua_nelson/status/1311925863441670145,USR_00000114,No Tóxico,No Aplica,Persona Individual,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
134,Dressler,Facebook,6/28/2026,"Solo para recordarles que el último jugador que quiso comprarse con Cristiano Ronaldo
terminó llorando y retirandose de la selección ... Tuvo que llegar Infantino para salvarle la carrera
Saludos & Buenas Noches",https://www.facebook.com/jack.daniel.204958?comment_id=Y29tbWVudDoxNTQ0ODA2MjIxMDExMjI2XzI0NzE1OTk5ODk5MzI2Mzc=,USER_134,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.88,requiere verificacion y validacion,No,,,,,,NO
146,Cristian,X,2026-05-30,"A lo que te quedaste, a ser odiado por todo el mundo por lamebotas",https://x.com/Amaya_0bGyn/status/1311951531332317185,USR_00000111,No Tóxico,No Aplica,Persona Individual,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
425,Cristian,Facebook,2026-07-14,"Pobre ridículo, si lo que tiene de feo, lo tiene de ignorancia😣😣",https://www.facebook.com/ElSalvadorNoticiasSV/posts/pfbid02swH6vNBoqntHuiKV2hswsQwba2HvygZ7qCcmV7mkMeM8WZ54KoYfngv5QibrWKocl?comment_id=692706553136131,USR_00000028,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: ridiculo).",No,,,,,,Sí
275,Cristian,Facebook,2026-06-25,Un aragan más que adquiere a base de los bobos y uno trabajando como caballo y ni vrgs,https://www.facebook.com/SivarNewsSV/posts/pfbid0294g3H4GRdtbzcVrW2VFryXr5p2y7LBfX5FUBDRK86tsHJcujtQ9M4PjSm5nX4mctl?comment_id=834731802492917,USR_00000191,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: haragán).",No,,,,,,Sí
581,Willian,X,2026-07-13,"¿Con qué acompañarías estos ricos “rollitos de verdura con carne de res”? 

¡Continúa en nuestra sintonía!  #LaChilena #ComidaSalvadoreña",https://x.com/canal33tv/status/1483865487624884231,USER_052,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Pregunta de un medio de TV sobre comida típica, engagement limpio.",NO,,,,N/A,,NO
185,Dressler,Facebook,5/28/2026,"7m
Jajajajajajaja que difícil me la pusiste jajaja pobres penallovers",https://www.facebook.com/brandon.cortes.96343?comment_id=Y29tbWVudDoxMzcyNjE3NTk1MDg1ODg1XzEzNTM1MjUxMTAwNjg4NzE=,USER_185,Discurso de odio,Burla por condición socioeconómica,Personas en situación de pobreza o precariedad,General Espa�ol,SI,SI,NO,0.86,requiere verificacion y validacion,No,,,,,,NO
5,Dressler,Facebook,7/2/2026,Esta estupida opocision cree que es Sanchez Ceren,https://www.facebook.com/groups/1970313089800209/posts/3362262907271880/?comment_id=3364578777040293,USER_005,Insulto,Descalificacion Politica,Oposición política,Salvadore�o,NO,NO,SI,0.84,requiere verificacion y validacion,No,,,,,,NO
319,Cristian,X,2026-06-07,Vos tu madre pendejo jajajaja defensores uds caras de mi verga,https://x.com/ElSalvador1973/status/2059401224642871569,USR_00000250,Acoso,Ataque personal,Persona Individual,Salvadoreño,Sí,Sí,No,0.84,"Insulta o ridiculiza a una persona identificable. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: pendejo, verga; jerga salvadoreña: verga, vos).",No,,,,,,Sí
463,Cristian,X,2026-06-28,Viejo hijo de puta que se robo al Uruguay,https://x.com/SieteIglesiasGA/status/1970241190743416860,USR_00000361,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: hijo de puta, puta).",No,,,,,,Sí
409,Cristian,Facebook,2026-07-14,Que maldición le habrán echado a la selecta?,https://www.facebook.com/permalink.php?story_fbid=pfbid02RZFBGDzPDwsaCA2P8mUaLxWCTnTb358HSXAeGz37wWPjD4WaB4X1psRtAQfZCPCul&id=100064820523265&comment_id=945420493605770,USR_00000012,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
1098,Willian,Facebook,2026-07-14,Bendiciones todos los días los veo un ratito antes de irme ami trabajo ya va ser mi cumpleaños ay me felicitan jiji,https://www.facebook.com/ruben.artiga.diaz?comment_id=Y29tbWVudDoxNTY5Njk0NzA1MTg0ODg3XzMyMjg0NzY4ODQyMDg0MzY=,USER_476,No Tóxico,N/A,N/A,Salvadoreño,NO,NO,NO,0.85,"Comentario personal cálido sobre rutina diaria, positivo.",NO,,,,N/A,,NO
518,Cristian,X,2026-07-08,"Si hombre cerote, ahorita la FIFA, el y la CIA esta analizando tu tuit para hacer algo al respecto.",https://x.com/FAS_TU_PUEDES/status/2072876859314901261,USR_00000399,Acoso,Ataque personal,Persona Individual,Salvadoreño,No,No,No,0.84,"Insulta o ridiculiza a una persona identificable. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: cerote; jerga salvadoreña: cerote).",No,,,,,,Sí
585,Willian,X,2026-07-13,"Super #ENCHILADAS Salvadoreñas, la cena perfecta!! 󾍘󾌧󾬓󾓦#RecetasSV #ElSalvador 
http://
RecetasSalvadorenas.com 
http://
fb.me/4zIdwfuyA",https://x.com/Recetas_SV/status/738475425723224068,USER_055,No Tóxico,N/A,N/A,Salvadoreño,NO,NO,NO,0.9,"Receta de enchiladas salvadoreñas, gastronomía, limpio.",NO,,,,N/A,,NO
1106,Willian,Facebook,2026-07-14,Señor presidente Nayib Bukele yo quisiera hablar con usted de mi situación .de me la oportunidad de platicar soy madre de tres hijos,https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxMzk3NjI0MTEyNTQxODQ1XzEzNzExNTU1MDEyMDM4NDE=,USER_483,No Tóxico,N/A,N/A,Español Estándar,NO,NO,SI,0.8,"Solicitud personal respetuosa dirigida al presidente, sin agresión.",NO,,,,N/A,,NO
144,Cristian,Facebook,2026-06-24,Trabaja semejante huevon se lesva acabar esto,https://www.facebook.com/yeikoficial/posts/pfbid0Q79tYA6yyJVQrfPTN4pb5vsnXy4RVyRUqsQaXTWhiRuKBuBRsSaQZpYBggZb6xFRl?comment_id=651361004685423,USR_00000031,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
782,Willian,X,2026-07-14,"Ojalá y se cumpla lo que dijo, esos asesinos no se merecen vivir por tanto luto y dolor que han causado en el país. 

Valemos más los buenos que esos parásitos, escoria, mareros asesinos, dejen de velar pos sus derechos y mejor velen por los derechos de quienes lo merecen.",https://x.com/CamposBado21/status/1512391438448816132,USER_171,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,"Deshumanización explícita ('parásitos, escoria') e incitación a que no vivan, en contexto de dolor por víctimas.",NO,,,,N/A,,NO
80,Dressler,Facebook,7/6/2026,Joel Ohlin Chile existe?,https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxMzUwNzM5MTc3MDM2MTI3XzE1MzE1MDgzMDUzMzk1NDg=,USER_080,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.74,requiere verificacion y validacion,No,,,,,,NO
206,Cristian,X,2026-06-02,Pobre loca...,https://x.com/SenecaGarcc5i/status/2018397409483665710,USR_00000154,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
387,Cristian,Facebook,2026-06-26,Y este cabron se recordará cuantos cadavéricos tiene en el sementerio y muchos padres hijos esperando que vuelvan,https://www.facebook.com/permalink.php?story_fbid=pfbid02gfKzgnqLmPyBb9bF89dduwW3K6SXHGKJdyWBYAGirWbMKuLXtZJjcp1W5JYTTxAVl&id=100076242561758&comment_id=1478711066722865,USR_00000303,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
973,Willian,X,2026-07-14,"Todavía no me cabe en la cabeza como pueden defender a estos delincuentes, sigo pensando que para acabar con esta hierba venenosa, tienen que ir en la colada , madres, esposas e hijos de  todos esos mareros terroristas.
Osea todooo. hasta la  raiz de toda esa prole.",https://x.com/BriJonGuz/status/1147243794041049094,USER_353,Amenazas/Violencia,Incitación a la Violencia (a grupo),Familiares de mareros (incluye menores),Salvadoreño,NO,NO,NO,0.85,"Llamado extremo y muy grave a violencia contra familias completas de mareros, incluyendo madres, esposas e hijos ('hasta la raíz').",NO,,,,N/A,,NO
387,Cristian,X,2026-06-07,"Qué hace un salvadoreño hijo de puta metido con Bolivia, a este pelotudo le meten plata por el orto los narcos.",https://x.com/RatadeChernobil/status/2062648442250207355,USR_00000305,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: hijo de puta, puta).",No,,,,,,Sí
223,Cristian,X,2026-06-02,Pobre cerote ardido si ya sabemos que sos vos el que lloras por los mareros hjdp estas preso no te cambio en ni mierda pero no perdemos las esperanzas de verte preso en el salvador tambien perro de mierda,https://x.com/MarioRi44466030/status/2058185519721517089,USR_00000168,Lenguaje Ofensivo,Lenguaje vulgar,Pandillas,Salvadoreño,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: cerote, mierda; jerga salvadoreña: cerote, perro, sos, vos).",No,,,,,,Sí
966,Willian,X,2026-07-14,Nos vale verga tu entrevista mierda .l. queremos a los mareros bajo tierra !!! Y a sus financistas también .,https://x.com/Overlord_ains1/status/1256001640940920832,USER_346,Amenazas/Violencia,Amenaza Explícita Directa,Pandilleros y financistas,Salvadoreño,NO,NO,NO,0.8,Deseo explícito y directo de que mareros y sus financistas estén bajo tierra.,NO,,,,N/A,,NO
1026,Willian,Facebook,2026-07-14,"Jugará en el FAS ???
WOW",https://www.facebook.com/teclenode.corazon?comment_id=Y29tbWVudDoxNTMwODM1MDQ1NzU1NTk3Xzk5ODk4NzE0OTgwMDIwNA==,USER_405,No Tóxico,N/A,N/A,Salvadoreño,NO,NO,NO,0.85,"Broma mencionando club salvadoreño real (FAS), limpio.",NO,,,,N/A,,NO
299,Dressler,X,6/3/2026,"¿A cuántos venezolanos de mierda estará financiando Aldama aquí en España? Yo tengo mis sospechas, y casi nunca me equivoco.
24 años y 19 años de prisión para los corruptos, mientras que el corruptor y jefe de la organización criminal no ingresará en prisión.

 No tiene explicación posible.

El prestigio de la Justicia española por los suelos a consecuencia de ""el que pueda hacer que haga"".",https://x.com/InesitaBenidorm/status/2069077867661529152,USER_299,Discurso de odio,Xenofobia,Personas venezolanas,General Espa�ol,NO,NO,NO,0.85,requiere verificacion y validacion,No,,,,,,NO
173,Dressler,Facebook,7/5/2026,Ojalá pierda argentina no tuvieron buen partido están ahí por la ayuda del árbitro eso es todo gracias,https://www.facebook.com/groups/2052803382199607/posts/2285568345589775/?comment_id=2285647432248533,USER_173,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.77,requiere verificacion y validacion,No,,,,,,NO
094,Cristian,X,2026-05-30,Pobre rabiosa. Ya esta sintiendo el acido de haber perdido el hueso.,https://x.com/opticaldeejay/status/1897440401784758343,USR_00000064,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
245,Cristian,X,2026-06-02,SIGUE MAMANDO SALVADOREÑO HIJO DE PUTA,https://x.com/Lilguarapo/status/2041616460175245752,USR_00000190,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: hijo de puta, puta).",No,,,,,,Sí
236,Cristian,Facebook,2026-06-25,"Bajate,desa nube,la Mico cholco,quiere inbentar,asta le arranco,el peyejo,delos dedos,la gorilita ysu propuesta chuca",https://www.facebook.com/permalink.php?story_fbid=pfbid025x3J7qwC7Uvkqp25WhUmAHr1YPtWu6gT3dq7GUr1QH4ycxyk1wVYbrpb2Eg8yG34l&id=61555811181550&comment_id=1789155548471956,USR_00000152,No Tóxico,No Aplica,Ninguno,Salvadoreño,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (jerga salvadoreña: cholco).",No,,,,,,Sí
1008,Willian,Facebook,2026-07-14,Que gane el mejor! Es la final anticipada!,https://www.facebook.com/anita125?comment_id=Y29tbWVudDoxNTMxMDQ3ODE5MDY3NjUzXzEzNzIyNTc2MDE0ODk4NjA=,USER_387,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Comentario deportivo positivo, limpio.",NO,,,,N/A,,NO
684,Willian,X,2026-07-13,"Una de las mujeres más influyentes en la literatura salvadoreña, si quieres saber más sigue nuestras redes sociales #salvadoreñosporelmundo  #mujersalvadoreña #mujerespoderosas #literatura #ElSalvador",https://x.com/huacal_ong/status/1382258369369669640,USER_112,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.85,"Promoción de contenido sobre mujer influyente en literatura salvadoreña, cultural positivo.",NO,,,,N/A,,NO
528,Cristian,X,2026-07-08,Ahora resulta que este hp es era el salvador. 🙄,https://x.com/DELEON1009/status/2074909027503325351,USR_00000407,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,Sí,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Menciona El Salvador, pero no basta para inferir dialecto local.",No,,,,,,Sí
711,Willian,X,2026-07-14,"ATENCION, DOCENTES. Pasen a descargar y compartir en sus centros educativos por el Día Internacional de la Mujer. #8demarzo #MujeresSV #CulturaSV 
@EfemeridesSV",https://x.com/ccdinarte2010/status/2024819764602827145,USER_008,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.85,"Convocatoria a docentes por Día de la Mujer, cultural/educativo.",NO,,,,N/A,,NO
272,Cristian,X,2026-06-04,Sinceramente la viuda es una vieja mierda que cuando estuvo de magistrada nunca aportó nada al pueblo ahora hipócrita viene a criticar lo que está mejor que cuando ella estuvo y era lamebotas de la oligarquía salvadoreña Mirna no seas hipócrita,https://x.com/1956racso/status/2061178735865348188,USR_00000212,Discurso de Odio,Misoginia,Mujeres,General Español,No,No,No,0.86,Ataca o degrada a un grupo identificable mediante insulto o generalización. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: mierda).,No,,,,,,Sí
067,Cristian,X,2026-05-24,"Éste viejo loco, como que cuesta $50,000 en una casa está pendejo si ahorita me cuesta mi casa es un cantón 500 me hace $500,000 de dos plantas, cómo la ves",https://x.com/JorgeMarcia6/status/1986285868534141052,USR_00000046,Acoso,Ataque personal,Persona Individual,General Español,No,No,No,0.84,Insulta o ridiculiza a una persona identificable. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: pendejo).,No,,,,,,Sí
