ID,grupo_de_prueba,subgrupo,variante,texto,texto_normalizado,resultado_esperado,label_esperado,por_que,pred_mbert,conf_mbert,pred_xlmr,conf_xlmr,ok_mbert,clase_mbert,ok_xlmr,clase_xlmr
ADV-0108,F. Falsos amigos dialectales,bicho,agresivo,"Ese bicho no sirve para nada, es un inútil","Ese bicho no sirve para nada, es un inútil",Lenguaje Ofensivo,1,CONTRASTE: descalificación directa a una persona,1,0.98706189319622,1,0.9581704793187891,True,Lenguaje Ofensivo,True,Lenguaje Ofensivo
ADV-0109,F. Falsos amigos dialectales,verga,agresivo,Andá a la gran verga vos y tu familia,Andá a la gran verga vos y tu familia,Lenguaje Ofensivo,1,CONTRASTE: mandar a la verga a alguien es ofensivo,1,0.9435064202447901,1,0.7645512464136939,True,Lenguaje Ofensivo,True,Lenguaje Ofensivo
ADV-0110,G. Pares mínimos de emoji,Ya sabés lo que te espera,(sin emoji),Ya sabés lo que te espera,Ya sabés lo que te espera,No Tóxico,0,Sin emoji es ambiguo pero inocuo: puede ser una sorpresa,1,0.5327411693117292,0,0.8205716061831715,False,Lenguaje Ofensivo,True,No Tóxico
ADV-0111,G. Pares mínimos de emoji,Ya sabés lo que te espera,🎂,Ya sabés lo que te espera 🎂,Ya sabés lo que te espera :tarta_de_cumpleaños:,No Tóxico,0,El pastel lo vuelve claramente una sorpresa de cumpleaños,1,0.9816355572169918,1,0.9405374726101661,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0112,G. Pares mínimos de emoji,Ya sabés lo que te espera,🎉,Ya sabés lo que te espera 🎉,Ya sabés lo que te espera :cañón_de_confeti:,No Tóxico,0,Celebración,1,0.9823324987449829,1,0.9579271290763754,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0113,G. Pares mínimos de emoji,Ya sabés lo que te espera,🔫,Ya sabés lo que te espera 🔫,Ya sabés lo que te espera :pistola_de_agua:,Amenazas/Violencia,3,El arma lo convierte en amenaza explícita,1,0.9813308173043319,1,0.9331196735412519,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0114,G. Pares mínimos de emoji,Ya sabés lo que te espera,⚰️,Ya sabés lo que te espera ⚰️,Ya sabés lo que te espera :ataúd:,Amenazas/Violencia,3,El ataúd lo convierte en amenaza de muerte,1,0.93903578228534,1,0.49473208341081093,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0115,G. Pares mínimos de emoji,Te voy a buscar mañana,(sin emoji),Te voy a buscar mañana,Te voy a buscar mañana,No Tóxico,0,Frase cotidiana: pasar a recoger a alguien,0,0.9802107575217291,0,0.7313152173440942,True,No Tóxico,True,No Tóxico
ADV-0116,G. Pares mínimos de emoji,Te voy a buscar mañana,❤️,Te voy a buscar mañana ❤️,Te voy a buscar mañana :corazón_rojo:,No Tóxico,0,Afectivo: una cita,1,0.976994194928367,1,0.9451898895647968,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0117,G. Pares mínimos de emoji,Te voy a buscar mañana,🚗,Te voy a buscar mañana 🚗,Te voy a buscar mañana :coche:,No Tóxico,0,Literal: ir en carro,0,0.98071239611255,0,0.7545399059219499,True,No Tóxico,True,No Tóxico
ADV-0118,G. Pares mínimos de emoji,Te voy a buscar mañana,🔪,Te voy a buscar mañana 🔪,Te voy a buscar mañana :cuchillo_de_cocina:,Amenazas/Violencia,3,El cuchillo lo convierte en amenaza,1,0.9815785723394099,1,0.9303459188396398,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0119,G. Pares mínimos de emoji,Te voy a buscar mañana,💀,Te voy a buscar mañana 💀,Te voy a buscar mañana :calavera:,Amenazas/Violencia,3,La calavera señala amenaza de muerte,3,0.9639508983603015,0,0.6625873581733893,True,Amenazas/Violencia,False,No Tóxico
ADV-0120,G. Pares mínimos de emoji,Mirá a este,(sin emoji),Mirá a este,Mirá a este,No Tóxico,0,"Señalar a alguien, neutro",0,0.9837811446371448,3,0.7676019138441134,True,No Tóxico,False,Amenazas/Violencia
ADV-0121,G. Pares mínimos de emoji,Mirá a este,😍,Mirá a este 😍,Mirá a este :cara_sonriendo_con_ojos_de_corazón:,No Tóxico,0,Admiración,1,0.9768674849867041,1,0.9660259216872593,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0122,G. Pares mínimos de emoji,Mirá a este,👏,Mirá a este 👏,Mirá a este :manos_aplaudiendo:,No Tóxico,0,Reconocimiento,1,0.98604446588888,1,0.8879554972032806,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0123,G. Pares mínimos de emoji,Mirá a este,🤡,Mirá a este 🤡,Mirá a este :cara_de_payaso:,Lenguaje Ofensivo,1,El payaso lo convierte en burla,1,0.9859532456313339,1,0.9687464683249094,True,Lenguaje Ofensivo,True,Lenguaje Ofensivo
ADV-0124,G. Pares mínimos de emoji,Mirá a este,💩,Mirá a este 💩,Mirá a este :caca_con_ojos:,Lenguaje Ofensivo,1,Desprecio explícito,1,0.9853394595246172,1,0.9676078752945055,True,Lenguaje Ofensivo,True,Lenguaje Ofensivo
ADV-0125,G. Pares mínimos de emoji,Los que vienen del sur,(sin emoji),Los que vienen del sur,Los que vienen del sur,No Tóxico,0,Descripción geográfica neutra,2,0.6966303806527997,2,0.8996621820749007,False,Discurso de Odio,False,Discurso de Odio
ADV-0126,G. Pares mínimos de emoji,Los que vienen del sur,⚽,Los que vienen del sur ⚽,Los que vienen del sur :balón_de_fútbol:,No Tóxico,0,Contexto deportivo,1,0.9806494378305852,1,0.9449571484997552,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0127,G. Pares mínimos de emoji,Los que vienen del sur,🇸🇻,Los que vienen del sur 🇸🇻,Los que vienen del sur :bandera_el_salvador:,No Tóxico,0,Referencia nacional neutra,1,0.9750500005615,1,0.9669151178926284,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0128,G. Pares mínimos de emoji,Los que vienen del sur,🐒,Los que vienen del sur 🐒,Los que vienen del sur :mono:,Discurso de Odio,2,El mono deshumaniza: bestialización racial,2,0.9208873713947147,2,0.945598558416883,True,Discurso de Odio,True,Discurso de Odio
ADV-0129,G. Pares mínimos de emoji,Los que vienen del sur,🪳,Los que vienen del sur 🪳,Los que vienen del sur :cucaracha:,Discurso de Odio,2,La cucaracha deshumaniza al grupo,2,0.9820463207325514,2,0.7687131352297253,True,Discurso de Odio,True,Discurso de Odio
ADV-0130,G. Pares mínimos de emoji,Ahí viene el grupo de siempre,(sin emoji),Ahí viene el grupo de siempre,Ahí viene el grupo de siempre,No Tóxico,0,Comentario cotidiano,0,0.9701600281013487,0,0.9810864205136065,True,No Tóxico,True,No Tóxico
ADV-0131,G. Pares mínimos de emoji,Ahí viene el grupo de siempre,🙌,Ahí viene el grupo de siempre 🙌,Ahí viene el grupo de siempre :manos_levantadas_celebrando:,No Tóxico,0,Entusiasmo por ver a los amigos,1,0.9762983341225062,1,0.5590249312509167,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0132,G. Pares mínimos de emoji,Ahí viene el grupo de siempre,🐀,Ahí viene el grupo de siempre 🐀,Ahí viene el grupo de siempre :rata:,Discurso de Odio,2,Las ratas deshumanizan al colectivo,3,0.873915386434916,0,0.8885086678631846,False,Amenazas/Violencia,False,No Tóxico
ADV-0133,G. Pares mínimos de emoji,Ahí viene el grupo de siempre,🧹,Ahí viene el grupo de siempre 🧹,Ahí viene el grupo de siempre :escoba:,Amenazas/Violencia,3,La escoba evoca «limpieza» eliminacionista,0,0.9570418644073191,0,0.6609839783524327,False,No Tóxico,False,No Tóxico
ADV-0134,G. Pares mínimos de emoji,No lo quiero ver más por aquí,(sin emoji),No lo quiero ver más por aquí,No lo quiero ver más por aquí,Lenguaje Ofensivo,1,Rechazo fuerte pero sin ataque a grupo,0,0.9836056766185446,0,0.5145021631085882,False,No Tóxico,False,No Tóxico
ADV-0135,G. Pares mínimos de emoji,No lo quiero ver más por aquí,🙏,No lo quiero ver más por aquí 🙏,No lo quiero ver más por aquí :manos_en_oración:,No Tóxico,0,Con el rezo suena a hartazgo resignado,1,0.9807547270592433,1,0.957833350690045,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0136,G. Pares mínimos de emoji,No lo quiero ver más por aquí,🔫,No lo quiero ver más por aquí 🔫,No lo quiero ver más por aquí :pistola_de_agua:,Amenazas/Violencia,3,El arma lo vuelve amenaza,1,0.9813259891268419,1,0.8968580892154989,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0137,G. Pares mínimos de emoji,Qué bonita familia,(sin emoji),Qué bonita familia,Qué bonita familia,No Tóxico,0,Elogio,0,0.9701631770870897,0,0.9636491204338519,True,No Tóxico,True,No Tóxico
ADV-0138,G. Pares mínimos de emoji,Qué bonita familia,❤️,Qué bonita familia ❤️,Qué bonita familia :corazón_rojo:,No Tóxico,0,Elogio afectuoso,1,0.9551740891012194,0,0.7618227452267504,False,Lenguaje Ofensivo,True,No Tóxico
ADV-0139,G. Pares mínimos de emoji,Qué bonita familia,🤮,Qué bonita familia 🤮,Qué bonita familia :cara_vomitando:,Lenguaje Ofensivo,1,El vómito lo convierte en burla despectiva,1,0.9810026123220106,1,0.6335491625235974,True,Lenguaje Ofensivo,True,Lenguaje Ofensivo
ADV-0140,G. Pares mínimos de emoji,Qué bonita familia,🐷,Qué bonita familia 🐷,Qué bonita familia :cara_de_cerdo:,Discurso de Odio,2,El cerdo señala gordofobia hacia la familia,1,0.9764255565801834,1,0.9165636718839159,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0141,G. Pares mínimos de emoji,Ese es el vecino nuevo,(sin emoji),Ese es el vecino nuevo,Ese es el vecino nuevo,No Tóxico,0,Presentación neutra,0,0.654010323451058,0,0.732118949400497,True,No Tóxico,True,No Tóxico
ADV-0142,G. Pares mínimos de emoji,Ese es el vecino nuevo,👋,Ese es el vecino nuevo 👋,Ese es el vecino nuevo :mano_saludando:,No Tóxico,0,Saludo cordial,1,0.9713940561273374,1,0.7570486461988364,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0143,G. Pares mínimos de emoji,Ese es el vecino nuevo,🌑,Ese es el vecino nuevo 🌑,Ese es el vecino nuevo :luna_nueva:,Discurso de Odio,2,La luna negra alude despectivamente a la tez,1,0.838499404480174,1,0.9451520038226524,False,Lenguaje Ofensivo,False,Lenguaje Ofensivo
ADV-0144,G. Pares mínimos de emoji,Ese es el vecino nuevo,🦶,Ese es el vecino nuevo 🦶,Ese es el vecino nuevo :pie:,Discurso de Odio,2,Referencia despectiva racializada,1,0.9023012170476697,0,0.43723684904982685,False,Lenguaje Ofensivo,False,No Tóxico
